UPC,52WeekGrowth
3410057341,-0.001149
3410057505,-0.001006
3410057509,0.000200
3410057653,-0.000044
3410058805,-0.000283
3410058874,-0.001518
3410061805,-0.000411
3410062341,0.000941
3410063805,-0.000696
3410065805,-0.000475
3410066805,0.000310
3410077435,-0.000307
3410078574,-0.002527
3410078650,-0.003616
3410078658,-0.003311
3410080706,0.000108
3410082874,0.000000
3410086805,0.000287
3410086874,-0.000394
3410098916,-0.002254
3410098930,-0.000627
3410098959,0.044037
3450000005,-0.000132
3450014429,-0.011834
3450014449,-0.010391
3450015102,0.000451
3450015116,0.000063
3450015119,0.001024
3450015129,-0.001225
3450015164,-0.000877
3450063156,0.000270
3461304997,0.000000
3470000049,-0.000830
3470000055,0.003256
3480000093,0.000041
3480000400,0.003835
3485602882,-0.002353
3485602884,0.000000
3485602888,0.001021
3485610011,0.000643
3485610014,-0.000745
3485610015,-0.001574
3485615040,-0.002332
3485656277,-0.016150
3500005360,-0.000100
3500014106,-0.000541
3500014108,-0.000623
3500014110,-0.000060
3500014125,-0.000941
3500026918,0.000296
3500026919,0.000994
3500044674,0.000098
3500044676,-0.001285
3500044678,0.000605
3500044880,-0.001441
3500045038,-0.000050
3500045041,-0.000302
3500045109,-0.000420
3500045118,-0.000504
3500045598,0.000000
3500046045,0.000000
3500046377,-0.001747
3500046384,-0.010139
3500046385,0.001876
3500051085,0.000207
3500051087,-0.000580
3500051088,-0.002052
3500051089,0.001439
3500051090,0.000000
3500051093,0.000895
3500051112,0.000537
3500052101,-0.000124
3500052123,0.000446
3500055114,0.000220
3500055190,-0.000522
3500055300,-0.000650
3500055359,0.000268
3500055676,0.000863
3500055800,0.001403
3500056687,-0.000560
3500066053,0.000000
3500067110,0.000000
3500067125,0.000000
3500067157,0.000976
3500068045,-0.000325
3500068046,0.000443
3500068817,0.001366
3500068818,-0.000320
3500068840,0.000000
3500068911,0.001310
3500068986,-0.000186
3500068987,-0.001174
3500074003,0.000519
3500074100,-0.000897
3500074118,0.000000
3500074119,0.000644
3500074125,0.000116
3500074126,-0.000529
3500076231,0.000000
3500076232,0.000661
3500076372,0.000000
3500076374,-0.000006
3500076378,0.000206
3500076395,-0.001495
3500076398,0.000000
3500076410,0.001573
3500076416,0.009909
3500076441,0.000331
3500076570,-0.004091
3500076694,-0.000767
3500076850,0.001201
3500076851,-0.000629
3500078294,0.000000
3500089531,0.000029
3500089532,0.000000
3500089650,0.000000
3508412216,-0.000136
3510605704,0.000000
3510700481,-5.100000
3524600017,0.000000
3524600025,-0.000745
3524600104,0.000000
3534270011,-0.000092
3534277008,0.000861
3534281003,0.000789
3534281004,-0.001623
3534281005,0.000499
3534281006,-0.000505
3534285008,0.001253
3545777001,0.000236
3545777003,-0.002458
3545777008,0.000086
3545777015,0.001012
3545777066,0.000357
3549301465,-0.000662
3549301467,0.001959
3549301468,0.002892
3549301486,0.000988
3574222101,0.000981
3574222103,-0.000455
3574222104,0.000398
3574222106,0.001625
3574222911,0.001444
3574222912,-0.000592
3582501000,-0.000539
3582501010,0.000012
3582501030,0.001366
3600001003,-0.000856
3600001066,0.000371
3600001095,0.000117
3600001247,-0.003816
3600001301,0.001819
3600001400,0.000061
3600003010,-0.000632
3600003800,-0.000223
3600003900,-0.000188
3600011370,-0.000363
3600012308,0.000216
3600012776,0.002932
3600012777,0.001377
3600012778,-0.000263
3600012779,0.000001
3600012852,0.002055
3600013792,0.000541
3600015063,0.000062
3600015073,0.000456
3600015080,-0.000213
3600015949,0.001014
3600015950,-0.000448
3600015951,0.000381
3600016790,0.001422
3600018339,0.000000
3600018342,-0.000467
3600018345,-0.001408
3600019301,-0.000717
3600019575,-0.000275
3600019586,-0.000201
3600019740,-0.000044
3600025824,-0.000873
3600025829,0.000839
3600025861,0.000480
3600028740,0.000509
3600028741,0.000291
3600028788,0.022583
3600031811,-0.000160
3600033591,0.000537
3600037373,0.002095
3600037388,0.001447
3600037390,-0.000204
3600037403,0.000706
3600038531,0.001455
3600038533,0.000000
3600038535,-0.000364
3600038555,0.000000
3600040653,0.000021
3600040667,-0.001725
3600040674,-0.000107
3600040683,0.001639
3600040701,0.000000
3600040703,-0.000226
3600040766,0.000240
3600040767,-0.000054
3600040797,-0.000754
3600040798,-0.000430
3600041313,0.000417
3600041314,-0.000102
3600041315,0.000207
3600041316,0.000389
3600042338,0.000022
3600042339,-0.000432
3600042340,0.000119
3600042489,-0.000890
3600042493,0.000206
3600043087,-0.000507
3600043089,-0.000049
3600043090,0.000890
3600043106,-0.000681
3600043579,-0.000157
3600045132,0.000470
3600045138,-0.000787
3600045140,0.000248
3600045141,0.000134
3600045142,0.000352
3600045143,-0.000254
3600045248,0.004870
3600045259,0.000757
3600045376,0.003134
3600046708,0.000108
3600047622,-0.001342
3600047762,0.001077
3600047915,-0.000362
3600047930,0.003121
3600048605,-0.001799
3600048750,-0.000363
3600048754,-0.000025
3600048757,0.000912
3600048758,-0.000438
3600048762,0.000000
3600049413,0.000000
3600049425,0.004743
3600072442,-0.000391
3600072444,-0.001196
3619212077,-0.001946
3619212210,-0.002275
3619212213,0.000000
3619212222,-0.006747
3619212225,0.008729
3619212226,-0.053682
3619212245,-0.003171
3619212246,-0.117616
3619212291,0.000114
3619212702,-0.000587
3620000217,-0.000050
3620000218,0.000292
3620000250,-0.000697
3620000300,0.000771
3620000440,-0.000418
3620000444,0.000771
3620000445,0.002177
3620000550,0.002006
3620000580,0.001788
3620001369,-0.001987
3620001800,-0.001104
3620021919,0.002338
3620021929,0.000599
3620021930,0.000309
3620021931,-0.000535
3620021932,0.001446
3620021933,0.000065
3620043044,0.000964
3620043097,0.012825
3620043099,0.000424
3620043101,-0.001617
3650009913,0.000109
3660081331,-0.000850
3660081371,0.002762
3660082801,-0.000090
3660207290,0.001208
3660207917,0.001228
3660207948,0.000109
3660219209,-0.000019
3660219210,-0.000418
3660230001,0.001231
3660230013,-0.031785
3660230090,-0.006506
3660230101,0.037550
3660230108,-0.005281
3660230155,-0.000441
3660230184,0.000707
3660231164,-0.250000
3660231195,0.002155
3660231200,-0.000127
3663200260,0.000099
3663200834,0.000921
3663200835,-0.005165
3663200836,-0.002717
3663200837,-0.002275
3663200838,-0.001515
3663201034,0.002534
3663201047,0.008037
3663201316,-0.001112
3663201317,-0.001147
3663201979,-0.002698
3663201980,0.002293
3663201991,-0.002686
3663202600,0.000054
3663202601,0.000307
3663202602,0.000388
3663202604,-0.000044
3663202607,-0.002830
3663202631,0.000189
3663202635,0.000729
3663202716,-0.003051
3663202717,-0.002124
3663202775,-0.002265
3663202805,-0.001652
3663202806,-0.000545
3663203215,-0.002102
3663203218,-0.000506
3663203221,-0.001599
3663203248,-0.000599
3663203249,0.000932
3663203255,-0.000832
3663203256,0.000874
3663203273,-0.000583
3663203576,0.000147
3663203640,-0.000183
3663203641,-0.001044
3663203764,0.000514
3663203832,-0.026092
3663203849,-0.014053
3663955500,-0.000053
3663955600,-0.000021
3663956200,-0.000171
3680000014,-0.004075
3680000015,0.002527
3680000179,0.009835
3680000180,-0.000318
3680000182,0.001314
3680000195,0.000000
3680000204,0.000535
3680000210,0.000000
3680000222,-0.001064
3680000235,-0.003115
3680000239,-0.000019
3680001269,-0.005570
3680001273,0.004040
3680001655,-0.001264
3680001806,0.000596
3680001826,-0.006588
3680001827,-0.000098
3680001833,-0.003221
3680001834,0.003161
3680001947,0.008682
3680001951,0.000597
3680002282,-0.000672
3680002344,-0.000266
3680002615,-0.000843
3680003461,-0.000312
3680003462,-0.000219
3680003477,0.000494
3680003510,0.000000
3680003609,-0.001010
3680003611,-0.000324
3680003613,0.000962
3680003639,0.000021
3680003640,0.000000
3680003641,-0.000929
3680003678,0.002400
3680003679,0.001206
3680003694,0.000736
3680003695,-0.005282
3680003696,-0.003207
3680003748,-0.000547
3680003771,0.000730
3680003871,-0.000102
3680003891,-0.000233
3680003892,0.000479
3680003894,0.000046
3680003977,-0.000771
3680004125,0.016316
3680004128,0.000155
3680004139,-0.000203
3680004163,-0.000124
3680004165,-0.393519
3680004204,0.002340
3680004211,-0.000004
3680004255,0.003197
3680004293,0.002549
3680004299,0.001014
3680004306,0.000148
3680004307,0.000037
3680004313,-0.000054
3680004324,-0.001653
3680004327,-0.001862
3680004392,0.002566
3680004393,0.001115
3680004394,-0.005387
3680004396,-0.002649
3680004413,0.000648
3680004419,-0.000081
3680004442,-0.001934
3680004482,0.000143
3680004483,0.000359
3680004556,0.001290
3680004607,-0.000194
3680004608,0.001198
3680004609,0.000894
3680004610,0.000132
3680004701,-0.001929
3680004746,-0.002962
3680004847,0.005499
3680004873,-0.000504
3680004966,0.000377
3680004976,0.000375
3680004980,-0.001615
3680005027,0.000006
3680005067,-0.005097
3680005114,0.001306
3680005118,0.000455
3680005119,-0.000322
3680005125,-0.005647
3680005144,0.001388
3680005154,0.005761
3680005155,0.000647
3680005224,0.000524
3680005227,0.000249
3680005263,0.000000
3680005440,-0.001666
3680005445,-0.000778
3680005446,-0.000885
3680005447,0.000194
3680005448,-0.000631
3680005449,0.000000
3680005450,-0.000778
3680005451,-0.001281
3680005452,-0.000724
3680005453,-0.001263
3680005457,-0.002240
3680005458,0.000000
3680005609,0.001343
3680005611,0.001472
3680005637,0.001438
3680005698,-0.003638
3680005730,0.004318
3680005732,-0.003642
3680005733,-0.003417
3680005734,0.000080
3680005745,-0.000568
3680005746,0.000327
3680005748,-0.000004
3680005749,-0.000749
3680005752,0.000215
3680005754,0.000391
3680005947,0.006769
3680005993,-0.001142
3680005998,-0.000677
3680006000,0.000000
3680006094,-0.000194
3680006095,0.000543
3680006097,0.000013
3680006098,0.000211
3680006142,0.000045
3680006143,0.000554
3680006211,0.000000
3680006221,-0.000575
3680006222,-0.003364
3680006227,0.000778
3680006228,0.000842
3680006231,-0.000942
3680006237,-0.000721
3680006275,0.002223
3680006300,-0.000632
3680006461,0.015105
3680006598,-0.000418
3680006599,0.000045
3680006601,-0.000159
3680006613,0.000170
3680006655,-0.001024
3680006679,0.003399
3680006709,0.000797
3680006711,0.000556
3680006727,-0.011303
3680006728,-0.001735
3680006753,-0.000520
3680006754,0.001235
3680006755,0.001664
3680006863,-0.000055
3680006898,0.058149
3680006954,-0.000512
3680006999,0.000252
3680007000,-0.000429
3680007109,0.000787
3680007243,-0.000082
3680007244,-0.000119
3680007249,0.000000
3680007250,-0.000206
3680007253,0.002119
3680007265,0.003343
3680007384,0.001109
3680007430,-0.000161
3680007474,-0.000065
3680007516,-0.006828
3680007900,0.000000
3680007904,0.000000
3680007928,-0.000468
3680007942,0.000000
3680007943,0.000000
3680007945,0.000000
3680007949,-0.000353
3680007993,0.002803
3680008043,-0.000621
3680008075,0.000621
3680008086,-0.000983
3680008114,0.000503
3680008177,0.000296
3680008233,-0.004605
3680008234,-0.002375
3680008236,0.000970
3680008237,-0.003737
3680008241,-0.002228
3680008271,-0.000711
3680008272,-0.001125
3680008300,0.001614
3680008335,-0.001236
3680008338,-0.000349
3680008339,0.000000
3680008463,0.000000
3680008503,-0.001105
3680008506,0.000784
3680008514,0.112648
3680008651,0.000144
3680008652,-0.000740
3680008653,0.000280
3680008654,0.000622
3680008677,0.000049
3680008678,-0.002200
3680008679,-0.000679
3680008683,0.002713
3680008684,0.000807
3680008696,-0.005976
3680008706,-0.000376
3680008707,-0.002101
3680008708,0.000000
3680008784,-0.004067
3680008818,-0.070247
3680008834,-0.000512
3680008844,-0.006190
3680008870,0.004582
3680008888,-0.000989
3680008889,-0.000298
3680008893,0.000000
3680008902,-0.000323
3680009051,-0.001664
3680009052,0.003220
3680009106,0.000000
3680009177,-0.001455
3680009230,0.000000
3680009266,-0.000379
3680009277,-0.000670
3680009325,0.000000
3680009337,0.000302
3680009361,0.000852
3680009371,-0.000333
3680009414,0.000919
3680009426,0.002477
3680009428,0.000000
3680009479,0.000336
3680009480,0.007697
3680009481,0.005228
3680009514,0.049727
3680009519,0.000423
3680009520,0.000206
3680009522,0.002727
3680009524,0.004214
3680009529,0.009282
3680009578,0.000000
3680009598,0.000263
3680009606,0.003298
3680009607,0.001084
3680009637,0.020198
3680009668,0.001216
3680009698,-0.013624
3680009711,-0.000640
3680009719,0.000670
3680009720,-0.007807
3680009746,-0.000122
3680009764,0.000946
3680009772,0.006780
3680009815,-0.002866
3680009816,-0.000020
3680009817,0.000000
3680009819,-0.000336
3680009830,-0.000476
3680009901,0.003188
3680009902,-0.001294
3680009903,0.571429
3680009904,-1.321429
3680010010,0.000000
3680010013,-0.000305
3680010014,0.000245
3680010017,-0.075272
3680010049,0.000013
3680010106,-0.000297
3680010119,-0.005524
3680010136,0.002577
3680010216,-0.020342
3680010218,-0.013263
3680010226,0.000325
3680010292,0.001198
3680010293,0.001474
3680010317,0.002519
3680010321,-0.000871
3680010322,-0.000471
3680010332,0.000443
3680010335,0.000132
3680010381,-0.001571
3680010390,-0.000217
3680010417,-0.000214
3680010443,0.007360
3680010444,0.005067
3680010445,0.003534
3680010447,0.009111
3680010448,-0.002312
3680010449,-0.008447
3680010615,0.000027
3680010617,-0.000048
3680010745,0.000669
3680010747,-0.001081
3680010750,-0.000402
3680010751,0.005084
3680010880,0.000441
3680010953,0.000040
3680010984,0.000535
3680011011,0.006567
3680011017,0.002261
3680011027,-0.001017
3680011075,0.001929
3680011104,-0.001378
3680011115,-0.001948
3680011181,-0.005478
3680011196,-0.005406
3680011287,0.005438
3680011360,-0.000253
3680011364,-0.000713
3680011384,0.000215
3680011400,-0.000785
3680011412,-0.000161
3680011415,0.009334
3680011417,-0.000035
3680011516,-0.000750
3680011565,-0.000878
3680011581,0.000951
3680011582,-0.000268
3680011584,0.000026
3680011585,-0.000258
3680011601,0.000112
3680011615,-0.000198
3680011666,0.000155
3680011744,0.000797
3680011798,0.000000
3680011800,0.000283
3680011802,0.000674
3680011807,0.000000
3680011836,-0.000453
3680011840,0.000721
3680011846,0.000164
3680011851,-0.001107
3680011890,0.000320
3680011895,0.000052
3680011908,0.000000
3680011941,-0.001022
3680011943,-0.003683
3680011962,0.001298
3680011965,0.001579
3680011985,0.000481
3680011987,0.001204
3680012008,0.000360
3680012045,-0.001950
3680012046,0.041012
3680012115,0.000303
3680012117,-0.005653
3680012153,0.000988
3680012158,0.001187
3680012159,-0.000656
3680012197,0.003273
3680012423,0.001660
3680012499,-0.000199
3680012514,-0.000752
3680012526,0.003606
3680012615,0.046127
3680012721,-0.000418
3680012732,-0.000148
3680012805,0.015777
3680012811,0.001008
3680012815,0.020633
3680012830,0.000143
3680012885,0.000745
3680012887,0.001286
3680012888,0.000000
3680012892,0.000176
3680012904,-0.001141
3680012914,0.002094
3680013005,-0.000814
3680013006,0.009556
3680013023,0.001155
3680013029,0.000024
3680013061,-0.008911
3680013104,-0.000507
3680013203,0.000000
3680013265,0.001041
3680013266,-0.000667
3680013291,-0.000186
3680013302,0.001058
3680013304,-0.000212
3680013308,-0.001579
3680013309,-0.000679
3680013315,0.000349
3680013316,0.000194
3680013317,-0.000098
3680013354,-0.011338
3680013361,-0.000382
3680013366,0.009808
3680013399,0.008165
3680013411,0.000061
3680013434,0.000049
3680013435,-0.000631
3680013442,0.000921
3680013444,-0.000206
3680013445,0.000424
3680013504,0.000103
3680013512,-0.000678
3680013516,0.000297
3680013537,0.000952
3680013584,0.001475
3680013585,0.000111
3680013594,-0.000827
3680013611,-0.006688
3680013713,-0.000151
3680013714,0.000181
3680013827,0.000059
3680013829,-0.000102
3680013945,0.000254
3680014053,0.001171
3680014055,0.000589
3680014112,0.005534
3680014216,0.008043
3680014220,0.002641
3680014255,0.000000
3680014258,-0.025136
3680014259,0.002341
3680014314,0.007756
3680014315,-0.013484
3680014321,0.000010
3680014411,-0.000848
3680014414,-0.000094
3680014418,-0.000330
3680014419,0.001389
3680014420,-0.000156
3680014421,0.003512
3680014422,0.002092
3680014423,0.002668
3680014424,0.001152
3680014433,0.003971
3680014434,0.002881
3680014437,0.005960
3680014439,0.001082
3680014442,-0.002838
3680014516,0.000081
3680014524,-0.000432
3680014530,0.001607
3680014542,0.000306
3680014543,0.000260
3680014567,-0.002072
3680014568,0.000000
3680014571,0.000720
3680014583,0.000655
3680014584,-0.000351
3680014595,0.000441
3680014617,0.001709
3680014624,-0.000050
3680014637,0.000835
3680014725,0.000205
3680014747,0.000387
3680014758,-0.001483
3680014778,0.000058
3680014779,0.000878
3680014780,0.000656
3680014785,0.000454
3680014940,-0.054240
3680014970,0.001691
3680015095,-0.000214
3680015096,0.000000
3680015100,0.000000
3680015123,-0.001590
3680015124,0.003334
3680015126,-0.001246
3680015165,-0.007061
3680015167,0.085526
3680015176,-0.000617
3680015177,0.000000
3680015180,-0.000451
3680015252,-0.002094
3680015284,-0.001793
3680015285,0.000000
3680015367,-0.000744
3680015515,0.002949
3680015870,-0.001496
3680015873,0.001468
3680015874,0.000000
3680015931,-0.000488
3680015940,-0.001091
3680015994,0.004430
3680015997,-0.015522
3680015998,0.002668
3680015999,-0.009917
3680016010,0.005034
3680016012,0.007303
3680016018,0.007224
3680016019,0.002325
3680016021,0.016124
3680016026,-0.000671
3680016027,-0.000333
3680016028,0.000116
3680016029,-0.001661
3680016030,0.000000
3680016113,-0.004067
3680016150,-0.007421
3680016151,-0.001062
3680016164,0.230404
3680016165,0.005206
3680016166,0.002695
3680016167,0.001752
3680016231,-0.000160
3680016244,0.001832
3680016259,-0.001415
3680016313,-0.002584
3680016314,0.004436
3680016328,0.002707
3680016334,-0.002982
3680016369,-0.000165
3680016413,-0.002656
3680016421,0.000641
3680016422,0.000000
3680016543,0.003246
3680016565,-0.003405
3680016748,-0.000330
3680016761,-0.002074
3680016762,0.010520
3680016769,0.005549
3680016832,-0.004328
3680016833,-0.001424
3680016872,-0.000090
3680016876,-0.000801
3680017047,-0.000533
3680017051,0.000807
3680017111,-0.000984
3680017157,0.000816
3680017164,0.007448
3680017178,-0.000058
3680017189,0.000000
3680017235,-0.004221
3680017236,-0.003472
3680017294,0.000046
3680017305,0.002573
3680017306,-0.003329
3680017308,-0.001410
3680017452,-0.001365
3680017471,-0.000369
3680017569,-0.000459
3680017617,0.002493
3680017631,-0.003488
3680017642,0.000661
3680017712,-0.000368
3680017761,0.001678
3680017762,0.001009
3680017804,0.002144
3680017819,0.000000
3680017887,0.002778
3680017921,-0.001042
3680017941,-0.003428
3680017995,-0.000408
3680018004,0.002257
3680018005,-0.000238
3680018067,-0.001672
3680018145,-0.000074
3680018202,-0.000536
3680018215,-0.006444
3680018236,-0.000134
3680018240,-0.000389
3680018415,0.013456
3680018428,-0.065646
3680018458,0.000190
3680018464,-0.012795
3680018549,-0.000067
3680018600,-0.000688
3680018653,0.000000
3680018679,-0.002491
3680018731,0.002102
3680018745,-0.000555
3680018805,-0.046606
3680018806,0.004326
3680018820,-0.001346
3680018969,-0.003515
3680018970,-0.001761
3680018971,0.000456
3680018972,-0.000598
3680018973,0.002288
3680018974,0.001826
3680018975,0.004741
3680018976,0.001104
3680018988,0.003379
3680019033,0.000180
3680019069,-0.000553
3680019073,-0.000093
3680019178,-0.004912
3680019207,-0.037142
3680019223,-0.003818
3680019224,0.013908
3680019234,0.000734
3680019267,0.000000
3680019414,-0.000973
3680019509,0.000525
3680019510,-0.000053
3680019531,0.018377
3680019597,0.002036
3680019624,-0.000091
3680019626,0.000000
3680019639,-0.000074
3680019978,-0.000516
3680020012,-0.005953
3680020050,0.000000
3680020052,0.035539
3680020115,0.097689
3680020120,0.024716
3680020136,-0.002497
3680020160,-0.003778
3680020170,0.001632
3680020171,0.000481
3680020209,0.005943
3680020415,0.000149
3680020423,-0.016124
3680020532,0.002325
3680020533,0.004165
3680020660,0.000614
3680020760,0.000001
3680020812,0.002292
3680020966,0.003867
3680020967,0.000559
3680020968,0.000049
3680021016,-0.025351
3680021162,-0.000056
3680021178,-0.000816
3680021179,0.000000
3680021180,-0.000542
3680021182,0.007505
3680021408,-0.000046
3680021512,-0.001149
3680021527,0.000000
3680021529,-0.000197
3680021544,-0.000204
3680021545,-0.000765
3680021557,-0.000475
3680021560,0.000726
3680021561,-0.000635
3680021565,0.000330
3680021669,0.000705
3680022081,-0.018392
3680022084,0.000253
3680022085,0.001023
3680022087,0.000389
3680022089,-0.000130
3680022094,0.000582
3680022105,0.000000
3680022140,-0.000069
3680022203,-0.001313
3680022204,-0.003862
3680022206,0.003605
3680022354,0.000000
3680022364,0.000085
3680022381,-0.000709
3680022448,0.000830
3680022449,0.000414
3680022450,-0.000217
3680022479,0.000364
3680022491,-0.000997
3680022712,-0.000656
3680022720,-0.003597
3680022742,0.002365
3680023060,-0.005171
3680023061,-0.009297
3680023254,-0.000093
3680023255,0.000439
3680023256,-0.000692
3680023257,-0.000166
3680023258,-0.000639
3680023259,-0.000555
3680023260,0.000634
3680023268,0.000234
3680023269,0.000852
3680023272,0.000000
3680023275,0.000095
3680023297,-0.002484
3680023607,0.012150
3680023670,0.000769
3680023883,-0.000225
3680023948,-0.000335
3680023952,0.000000
3680024199,0.000388
3680024343,-0.003545
3680024408,-0.000804
3680024419,0.000175
3680024420,-0.000711
3680024463,0.000484
3680024467,0.001195
3680024712,-0.000292
3680024829,-0.000274
3680024835,0.000570
3680024868,-0.004291
3680024874,-0.000542
3680024882,-0.003843
3680024899,0.009128
3680024902,0.003616
3680025141,-0.000041
3680025170,-0.000985
3680025172,-0.000926
3680025221,0.011087
3680025223,-0.005348
3680025412,0.000513
3680025413,0.000530
3680025422,-0.000225
3680025427,-0.004182
3680025429,0.000000
3680025432,0.000328
3680025433,0.001270
3680025700,-0.001413
3680025912,0.000067
3680026485,-0.004308
3680026711,-0.001261
3680026737,-0.003374
3680027295,0.002809
3680027296,-0.000036
3680028003,-0.001831
3680028007,0.000971
3680028089,0.007247
3680028090,0.003558
3680028091,0.007767
3680028118,-0.028786
3680028126,0.099491
3680028127,0.005040
3680028150,0.000000
3680028151,-0.001882
3680028154,-0.000968
3680028155,0.000593
3680028178,0.004238
3680028179,0.000246
3680028212,0.004942
3680028253,0.002837
3680028338,-0.011655
3680028360,0.003859
3680028401,0.000331
3680028404,0.002468
3680028433,-0.002105
3680028502,-0.011151
3680028503,0.000000
3680028504,-0.001095
3680028595,-0.000047
3680028596,-0.004831
3680028977,-0.002957
3680029153,-0.001851
3680029154,0.000000
3680029155,0.001178
3680029157,0.000000
3680029160,0.001522
3680029188,-0.000562
3680029219,-0.002765
3680029220,-0.004284
3680029308,-0.001205
3680029416,-0.000996
3680029417,0.002668
3680029574,0.000523
3680029575,-0.000229
3680029576,0.000089
3680029590,-0.000338
3680029591,0.000056
3680029592,-0.000397
3680029593,0.000503
3680029668,0.000000
3680029689,-0.002908
3680029696,-0.000554
3680029729,0.000104
3680029818,-0.002946
3680029819,-0.000673
3680029820,0.000166
3680029821,-0.003532
3680029837,-0.002291
3680029838,0.004552
3680029877,-0.000934
3680030003,-0.006492
3680030035,-0.000209
3680030103,-0.000062
3680030320,-0.014286
3680030351,-0.019795
3680030363,0.000956
3680030400,-0.009165
3680030401,-0.005857
3680030414,-0.009213
3680030455,0.001382
3680030482,-0.005848
3680030483,0.000815
3680030484,0.001780
3680030489,0.010181
3680030490,0.028891
3680030492,0.000325
3680030494,0.003896
3680030500,0.004158
3680030659,0.000219
3680030675,0.001953
3680030694,-0.001005
3680030722,0.000927
3680030770,-0.012460
3680030787,0.001832
3680030790,0.005408
3680030791,-0.002016
3680030792,-0.001438
3680030793,0.004073
3680030795,-0.001771
3680030797,0.003036
3680030798,-0.001903
3680030868,-0.000731
3680030882,0.000000
3680030884,-0.009631
3680030950,-0.000351
3680030952,0.004827
3680030955,-0.052690
3680030958,-0.095878
3680030959,0.002609
3680030961,0.038794
3680030980,0.007533
3680030996,-0.008070
3680031051,0.066667
3680031227,0.022911
3680031252,0.000000
3680031321,0.002071
3680031514,-0.000994
3680031571,0.006516
3680031643,-0.000102
3680031647,-0.000921
3680031850,0.001464
3680031852,-0.003029
3680031856,0.001323
3680031857,0.000588
3680031865,-0.003838
3680031869,-0.000779
3680031876,0.000550
3680031880,0.000989
3680031920,0.000000
3680031921,-0.000785
3680031923,0.000000
3680032152,0.000000
3680032153,0.000000
3680032193,-0.005537
3680032194,-0.011339
3680032195,-0.005486
3680032196,0.000178
3680032198,-0.001445
3680032336,0.005224
3680032401,0.000000
3680032671,0.000000
3680032673,0.000429
3680032677,-0.000471
3680032679,-0.000274
3680032680,-0.000053
3680032681,-0.000230
3680032722,0.000275
3680032741,-0.000611
3680032802,0.006222
3680032804,-0.000710
3680032805,-0.002239
3680032813,0.000789
3680032906,-0.000785
3680032907,-0.002593
3680032909,0.000007
3680033020,-0.001344
3680033031,-0.001841
3680033059,-0.002539
3680033063,-0.000376
3680033089,-0.000031
3680033090,-0.000113
3680033115,0.004054
3680033129,0.000115
3680033210,-0.012059
3680033227,0.000000
3680033228,-0.000286
3680033230,0.000811
3680033243,-0.001073
3680033278,0.000000
3680033279,-0.000473
3680033295,-0.000021
3680033321,0.000566
3680033322,-0.002093
3680033377,-0.012664
3680033378,-0.014016
3680033380,0.001966
3680033381,-0.001913
3680033422,0.000181
3680033423,-0.000749
3680033424,0.000000
3680033435,-0.001031
3680033445,0.001558
3680033477,-0.003146
3680033478,-0.000391
3680033479,-0.000565
3680033500,0.000013
3680033501,0.000719
3680033638,0.002874
3680033645,0.000659
3680033651,-0.001318
3680033652,-0.010649
3680033714,0.003138
3680033901,-0.000573
3680033907,0.000436
3680033910,0.000000
3680033926,-0.000399
3680033927,0.001404
3680033960,0.000505
3680033963,0.000334
3680033964,-0.000894
3680033973,-0.000271
3680034012,0.000189
3680034061,-0.000934
3680034090,-0.001020
3680034096,0.009185
3680034098,-0.000514
3680034252,0.000154
3680034269,-0.000906
3680034270,0.001631
3680034275,-0.001474
3680034276,-0.000704
3680034312,0.000000
3680034461,0.000386
3680034462,0.001058
3680034463,0.000462
3680034464,0.001145
3680034644,0.000000
3680034649,0.000000
3680034650,-0.000024
3680034652,-0.000355
3680034814,0.001565
3680034817,0.002103
3680034852,0.000319
3680034865,-0.000514
3680034866,0.001102
3680034874,-0.000640
3680035048,0.001642
3680035061,-0.001809
3680035075,-0.000171
3680035076,0.000411
3680035114,0.004026
3680035138,0.012549
3680035140,0.009769
3680035142,0.001274
3680035206,-0.000214
3680035221,0.000000
3680035269,0.000000
3680035390,-0.001211
3680035458,0.000000
3680035468,0.001568
3680035475,-0.000158
3680035514,-0.858302
3680035617,0.003464
3680035704,0.000186
3680035707,0.000062
3680035763,-0.000352
3680035769,0.000357
3680035879,0.001900
3680035929,-0.000524
3680035955,0.000234
3680035956,0.000038
3680036013,0.126499
3680036026,0.002136
3680036046,0.000000
3680036048,0.000000
3680036049,0.001352
3680036050,-0.000350
3680036084,0.000000
3680036100,-0.000262
3680036110,-0.007765
3680036185,-0.001241
3680036244,-0.001348
3680036306,0.000000
3680036314,0.000902
3680036402,-0.000306
3680036480,0.000000
3680036491,0.002726
3680036492,0.000222
3680036545,0.000700
3680036546,0.001676
3680036547,0.000598
3680036687,0.005600
3680036723,0.000283
3680036724,0.001078
3680036725,-0.000425
3680036726,0.001553
3680036727,0.000767
3680036731,0.000621
3680036732,0.000466
3680036733,0.000783
3680036734,0.037037
3680036735,0.002434
3680036736,-0.003113
3680036738,0.001611
3680036746,0.001070
3680036750,-0.000213
3680036751,0.000073
3680036753,-0.000129
3680036757,-0.000577
3680036784,-0.000466
3680036785,-0.000439
3680036786,0.000000
3680036876,-0.001483
3680036877,0.000346
3680036904,0.003728
3680036905,-0.006272
3680036906,0.000168
3680036912,-0.022510
3680036913,-0.012576
3680036914,-0.102197
3680037038,-0.001168
3680037039,0.000000
3680037040,-0.002033
3680037055,-0.004753
3680037057,-0.003517
3680037127,0.000311
3680037135,-0.002479
3680037235,-0.003039
