UPC,52WeekGrowth
93421,-0.003031
93435,-0.015028
93438,-0.004376
93605,-0.033034
93618,0.065000
93627,0.069623
94011,-0.014771
94012,0.002037
94016,-0.000269
94017,0.000584
94020,-0.044198
94022,0.037391
94023,-0.005444
94030,0.022725
94031,-0.033730
94032,-0.009564
94033,0.000200
94034,0.001609
94038,-0.145251
94040,-0.004255
94042,-0.001292
94044,-0.000274
94045,-0.038318
94046,0.001510
94048,-0.003737
94050,0.000263
94051,0.000078
94053,0.009822
94055,-0.000781
94056,0.062500
94060,0.007481
94061,0.001011
94062,-0.003482
94064,-0.001428
94065,-0.000868
94067,-0.000586
94068,0.000989
94069,0.009356
94070,0.004627
94072,-0.001516
94073,-0.000417
94074,0.000000
94075,-0.002755
94076,-0.002631
94077,-0.018973
94078,0.032735
94079,-0.001484
94080,-0.000759
94082,-0.000426
94084,-0.014406
94087,0.003604
94088,0.002881
94089,0.001034
94091,0.000563
94093,0.001018
94094,0.001558
94103,0.009162
94130,-0.000783
94131,0.005135
94133,0.002257
94135,-0.000846
94159,-0.000080
94163,-0.007595
94165,0.000000
94166,0.000180
94174,0.005696
94215,-0.039805
94218,-0.011701
94225,0.002514
94240,0.005869
94272,-0.044169
94282,0.010606
94285,-0.002399
94286,-0.000138
94288,-0.001928
94326,0.007924
94329,-0.001086
94378,-0.001092
94381,0.006472
94382,-0.011305
94383,0.010823
94388,0.000000
94409,-0.001552
94415,-0.007414
94416,0.000306
94417,-0.024500
94432,0.004420
94450,-0.023381
94497,-0.001649
94498,0.000748
94502,0.001393
94513,0.000090
94515,0.000411
94539,-0.000429
94540,0.000000
94544,0.000000
94545,0.000000
94550,0.000000
94554,0.000738
94562,-0.000410
94575,0.001557
94586,0.000083
94587,-0.001059
94588,0.000035
94590,0.028154
94593,-0.007376
94608,0.008412
94612,0.001319
94614,0.001187
94616,-0.000094
94620,-0.001933
94621,-0.001647
94623,-0.002728
94624,-0.001593
94627,0.017925
94629,0.000946
94635,0.002497
94640,-0.001526
94663,0.000342
94664,-0.002230
94680,0.000373
94681,-0.004684
94682,-0.000595
94688,0.002450
94689,-0.000849
94693,-0.002119
94709,0.000000
94750,0.000000
94759,-0.000595
94763,0.000000
94764,0.000000
94770,0.002340
94776,0.000112
94782,0.024624
94784,0.002283
94799,-0.055796
94816,-0.000220
94817,0.000000
94824,-0.000456
94889,-0.001492
94899,-0.001590
94900,0.000000
94901,0.002234
94958,0.006563
94959,-0.002443
94961,0.014040
11130120,0.000691
76470868,-0.001480
76470871,-0.002510
77204265,-0.021765
77205149,-0.061125
77431495,0.000000
77431773,0.002483
827400006,-0.007391
827411111,-0.000558
834602635,0.000000
834602637,0.000000
834602639,0.000000
834602652,-0.003403
834674001,0.001016
834674002,0.000665
834674005,0.000378
834674006,0.000000
834674007,0.000670
834678001,0.000267
834678002,-0.000584
834678006,0.000512
834678007,-0.000091
834687451,0.004834
834687455,0.000000
834687482,0.000000
838796107,0.000544
842102045,-0.000186
842107442,0.000000
842110031,0.001942
842110036,0.000000
842110039,0.000000
842110040,-0.001960
842120033,-0.001172
842120071,-0.004161
842120076,-0.008551
842120078,0.000000
842125001,-0.005757
842125002,-0.005308
842125003,-0.049250
842125100,0.001412
842134102,0.000000
842135011,0.003459
842135013,0.009864
842135019,-0.000240
842135025,-0.013648
842135026,-0.001953
842135027,0.000400
842135028,-0.008729
842135029,0.002905
842135031,0.001977
842135032,-0.000653
842135034,-0.001239
842135035,0.000000
842135108,-0.017668
842135111,0.004697
842135142,-0.003616
842135215,0.037663
842135216,0.009441
842135217,0.018707
842135218,-0.027717
842136151,0.000000
842136159,-0.014768
842136207,0.025105
842136219,0.019830
842136220,-0.000807
842136221,-0.007862
842136222,-0.023171
842136277,-0.025271
842136410,0.000000
842136420,0.000000
842136423,0.000000
842136424,0.074299
842136425,0.056414
842136557,-0.005440
842136561,0.001118
842136562,-0.003045
842136563,-0.003020
842136565,0.000000
842136589,-0.002895
842136594,0.036424
842136605,0.014779
842136614,0.050378
842136616,-0.000821
842136618,0.000000
842136621,0.013297
842136622,-0.002483
842136635,-0.002313
842136637,-0.006502
842136651,-0.003120
842136652,-0.000946
842136653,0.000000
842136654,-0.000348
842136655,-0.000556
842136656,-0.001483
842136657,0.000292
842136661,0.008838
842136742,0.000000
842136842,-0.004315
842136849,0.000916
842136850,0.000000
842136851,-0.000843
842136854,0.019500
842136871,0.001294
842136876,0.026570
842136878,-0.029757
842136885,0.000000
842136888,0.000000
842136889,0.000000
842136899,-0.005442
842137012,-0.005394
842137035,0.000000
842137036,0.000000
842137037,0.000000
842137038,0.000000
842137039,0.000000
842137042,0.000000
842137046,0.000000
842137054,-0.013568
842137055,0.000000
842137061,0.000000
842137066,0.000000
842137067,0.000000
842137079,-0.002495
842137085,0.000000
842137088,-0.001741
842137142,-0.000083
842137144,0.001041
842137146,0.000000
842137147,0.009536
842137148,0.000000
842137150,0.000000
842137153,0.062016
842137159,0.000000
842137162,0.000086
842137163,0.000000
842137173,0.000000
842137192,-0.027207
842137194,-0.008246
842137203,0.000000
842137220,0.001577
842137222,0.000956
842137224,0.000000
842137225,0.000000
842137236,0.013043
842137239,-0.029219
842137248,0.004266
842137250,-0.030970
842137253,0.004556
842137257,0.000000
842137259,0.029831
842137263,-0.014946
842137274,0.000000
842137275,0.000000
842137276,0.000000
842138395,-0.001576
842138772,-0.005910
842138773,0.000000
842138774,-0.004483
842138775,-0.003372
842138777,0.003935
842138781,0.002246
842138782,-0.014731
842138784,0.003067
842138785,0.008192
842141025,0.000000
842141034,0.000000
842141035,-0.004762
842141058,0.000000
842141059,0.000000
842141147,0.000000
842141160,-0.008302
842141165,0.000000
842141170,-0.003183
842141184,0.000000
842141185,-0.008536
842141188,0.000858
842141189,0.002145
842141190,0.000008
842141191,-0.000817
842141197,-0.000297
842141198,0.000881
842141199,0.001996
842141203,0.001600
842141204,0.000081
842141205,-0.001805
842141206,0.000148
842141208,-0.000409
842141209,-0.000103
842141210,0.000000
842141211,0.001142
842141212,-0.000340
842141213,-0.000122
842141214,0.000000
842141215,-0.001872
842141216,0.004573
842141236,-0.001862
842141237,0.000000
842141244,-0.002738
842141248,-0.001861
842141251,-0.000985
842141252,-0.023594
842141254,0.002071
842141255,0.008030
842141257,-0.014300
842141259,-0.219124
842141275,-0.002895
842141276,-0.002543
842141277,-0.003970
842141278,-0.000154
842141279,-0.002985
842141280,-0.001692
842141281,0.001576
842141299,-0.001132
842141300,-0.001001
842141714,0.001280
842141715,0.000982
842141717,0.000881
842141719,-0.029681
842141720,0.001950
842141721,0.001245
842141722,-0.019404
842141723,-0.006980
842141724,-0.001598
842142106,-0.000569
842142107,0.001273
842142119,0.000000
842142121,0.002322
842142129,0.043118
842142134,0.000987
842142135,-0.002294
842142137,-0.008996
842142138,0.000705
842142140,0.000435
842142143,-0.000080
842142145,-0.006739
842142158,0.000007
842142159,0.001500
842142160,0.000137
842142161,-0.011722
842142162,0.002245
842142163,-0.004073
842142164,0.001440
842142165,0.000717
842142166,-0.007076
842142167,0.000000
842142169,0.053237
842142171,0.002931
842142172,0.000000
842142173,0.020624
842142174,-0.001698
842142179,0.000000
842142183,0.005627
842142184,0.000000
842142185,-0.014703
842142186,-0.002208
842142189,-0.002414
842142190,-0.001074
842142191,0.001070
842142192,-0.001168
842142193,-0.000601
842142194,0.002247
842142195,-0.001294
842142196,0.002303
842142210,0.000000
842142211,0.020588
842142213,0.000000
842142215,0.000000
842142217,-0.017940
842142218,0.001500
842142219,-0.000328
842142220,0.004418
842142226,-0.001256
842142227,-0.005094
842142228,-0.003657
842142229,0.005284
842142230,-0.005037
842142231,-0.001843
842142232,-0.001161
842142249,0.000000
842142250,0.000334
842142263,0.000000
842142264,0.000000
842142265,-0.001137
842142268,-0.028693
842142269,0.000000
842142273,-0.009205
842142275,-0.001066
842142278,0.000000
842142294,0.000000
842142296,0.004800
842142298,-0.012011
842142299,-0.002613
842142301,0.000523
842142302,-0.000655
842142304,-0.000437
842142305,-0.002447
842142311,-0.000899
842142314,0.028646
842142335,0.000000
842146131,-0.000423
842146132,0.013609
842150061,0.000773
842150068,0.000000
842150071,0.000000
842150072,-0.000607
842165005,0.030120
842165006,-0.000146
842165016,-0.146552
842165017,0.100000
842165018,0.000000
842165019,0.009868
842165021,-0.012681
842165024,0.004873
842165027,0.000000
842165029,0.068702
842167017,0.010509
842167019,0.000000
842167020,0.000000
842167021,0.014785
842167023,0.000000
842167027,0.000000
842190218,-0.001740
842190219,0.000266
842190220,0.000000
842190222,0.000000
842190223,0.000000
842190228,0.001491
842190231,0.000332
842190232,0.000466
842190233,0.000000
842190235,0.000000
842190236,0.000000
842190237,0.000619
842190239,0.002181
842190241,-0.001355
842190242,0.001257
842190243,0.000000
842190244,0.002333
842190245,-0.000602
842190246,0.089454
842190247,-0.000012
842196302,0.000000
842196303,-0.001085
842196304,0.001608
842196305,0.001552
842196306,-0.000149
842196307,0.000000
842196309,0.000000
842196326,-0.001241
842196327,-0.001027
842196335,0.000000
852112765,0.015806
852130319,-0.012217
852130338,0.000000
866000001,0.004233
912840019,-0.001059
912840021,0.000000
912844410,0.000000
912845008,0.000000
912846680,0.000000
912847305,0.000000
912864560,0.000296
913884344,0.002485
920026814,0.000000
920026857,0.040000
920027616,0.000000
920028230,0.000000
920028532,0.000000
920028686,0.001063
920028882,0.000000
920029093,0.000000
920029097,0.000000
920030853,0.078947
920030922,0.000000
920031048,0.000000
920031070,0.000000
920031116,0.342857
920031129,0.000000
920031590,0.001602
920031608,-0.001913
920031616,0.012800
920031619,-0.173333
920031621,0.000000
920031692,0.000000
920031928,0.002649
920032109,0.000000
920032148,0.000095
920032260,0.000000
920032316,-0.000035
920032348,-0.003863
920032384,0.000000
920032507,0.000000
920032549,0.143836
920032605,0.000000
920032732,0.000000
920032747,0.000000
920032999,0.000718
920033354,0.000000
920033362,0.000000
920033391,0.000000
920033397,0.000000
920033427,0.000000
920033428,0.000000
920033429,-0.135135
920033838,0.000000
920034081,0.000617
920034087,-0.018946
920034093,0.000000
920034145,0.000000
920034157,0.000000
920034260,0.000000
920034261,-0.000601
920034341,0.000000
920034351,-0.000459
920034352,0.000000
920034353,0.000609
920034356,0.000000
920034358,0.000000
920034360,0.000000
920034370,-0.000095
920034375,0.000000
920034379,0.000000
920034388,0.000000
920034392,0.000000
920034413,0.013286
920034427,0.000000
920034438,0.000000
920034471,0.000000
920034499,0.000000
920034507,0.000000
920034528,0.000000
920034529,0.000000
920034578,-0.000308
920034642,0.093023
920034843,-0.001001
920034911,0.000000
920034993,0.000000
920035019,0.000000
920035020,0.000012
920035021,0.000078
920035022,-0.001122
920035023,-0.000787
920035024,0.000000
920035027,-0.002014
920035046,-0.001214
920035051,0.000000
920035052,0.000000
920035056,0.000000
920035069,0.000000
920035076,0.000000
920035080,0.000000
920035081,0.000320
920035085,0.000000
920035086,0.000000
920035146,0.000000
920035196,0.002812
920035197,0.000000
920035199,-0.000579
920035200,-0.020494
920035201,0.000519
920035202,0.000000
920035312,0.000000
920035348,-0.300000
920035480,0.000000
920035499,0.000000
920035529,0.000000
920035530,0.000000
920035533,0.000000
920035536,0.000000
920035539,0.000000
920035573,0.000000
920035576,0.000000
920035594,0.200000
920035623,0.000000
920035643,0.000000
920035652,0.000000
920035660,0.000547
920035682,0.000000
920035744,0.000000
920035831,-0.038217
920035832,0.000811
920035859,-0.006211
920035860,0.021505
920035867,-0.000296
920035874,0.000000
920035904,-0.088235
920035915,0.000000
920035917,0.000000
920035936,0.000000
920035937,0.068702
920036111,-0.002822
920036186,-0.000332
920036200,0.070968
920036295,0.000000
920036302,-0.000445
920036306,0.000000
920036337,-0.000932
920036364,-0.000330
920036403,0.000000
920036413,0.000000
920036422,0.000000
920036465,0.000000
920036484,0.000000
920036522,-0.001263
920036589,0.000000
920036625,-0.028554
920036632,0.000068
920036652,0.000000
920036670,0.000000
920036671,0.000000
920036676,0.000000
920036680,0.000000
920036686,0.000000
920036687,0.000000
920036689,0.000000
920036690,-0.000191
920036693,0.000000
920036694,0.000000
920036695,0.000000
920036703,0.000000
920036704,0.000000
920036709,0.000000
920036711,0.000000
920036714,0.000000
920036718,0.001228
920036720,0.000000
920036721,-0.000281
920036725,0.000000
920036730,0.000000
920036732,0.002118
920036734,0.000000
920036735,0.000000
920036739,0.000000
920036742,-0.000283
920036746,-0.000469
920036749,0.000000
920036763,0.000069
920036824,0.000000
920036827,-0.000427
920036832,0.000000
920036879,0.000000
920036884,-0.002986
920036886,0.000000
920036904,-0.000285
920036954,0.000454
920036955,0.000000
920036956,0.004800
920036957,0.000000
920036962,-0.002453
920037011,-0.003704
920037028,-0.000057
920037054,0.300000
920037074,0.000000
920037110,-0.021698
920037134,0.000000
920037187,0.000000
920037207,0.000000
920037240,-0.001637
920037277,0.000000
920037319,0.000000
920037343,0.000000
920037366,-0.001403
920037480,0.285714
920037549,0.000000
920037553,0.000000
920037607,0.000000
920037791,0.000000
920038057,0.000000
920038401,-0.001272
920038426,0.000000
920038430,0.000000
920038445,0.000000
920038467,0.000000
920038492,0.000000
920038498,0.000000
920038503,0.002743
920038505,0.000000
920038506,0.000463
920038509,0.000000
920038546,-0.000752
920038555,0.005095
920038606,0.000000
920038634,0.000000
920038674,-0.017516
920038677,0.000000
920038740,0.000000
920038754,0.000000
920038799,0.002521
920038802,-0.000255
920038821,0.000181
920038824,0.000000
920038825,-0.017144
920038826,0.000021
920038898,0.000000
920038951,0.000000
920038964,0.000000
920038982,0.000000
920038983,0.000000
920038991,0.000629
920038992,0.000000
920039005,0.000000
920039199,0.000000
920039230,-0.000940
920039320,-0.000767
920039322,0.000000
920039325,0.000000
920039326,0.000000
920039330,0.000000
920039417,0.000000
920039450,0.000000
920039547,0.000000
920039666,0.000000
920039670,0.000000
920040036,0.000552
920040064,0.000000
920040247,0.000000
920040296,0.000000
920040400,0.000000
920040432,0.000000
920040435,0.000000
920040651,-0.000716
920040691,0.000000
920040693,-0.013844
920040696,-0.001469
920040697,0.000000
920040748,0.000000
920040793,0.000000
920040795,0.000000
920040797,0.000000
920040929,0.000000
920041037,0.000000
920041038,0.000000
920041155,0.000000
920041211,0.000000
920041212,0.000000
920041257,0.000000
920041331,0.000000
920041392,0.000000
920041525,0.000000
920041588,0.009852
920041671,0.000000
920041696,0.000000
920041889,0.000000
920041893,0.000000
920041894,0.000000
920041897,0.000000
920041898,0.000000
920041908,0.000000
920041916,0.000000
920041925,0.000000
920041926,0.000000
920041947,0.000000
920041959,0.000000
920041968,0.000000
920042114,0.000000
920042116,0.000000
920042123,0.000000
920042126,0.000000
920042127,0.000000
920042129,0.000000
920042130,0.004115
920042136,0.000000
920042137,0.000000
920042146,0.000000
920042147,0.000000
920042151,0.000000
920042157,0.000000
920042165,0.000000
920042169,0.000000
920042170,0.000000
920042171,0.000000
920042174,0.000000
920042177,0.000000
920042178,0.000000
920042179,0.000000
920042181,0.000000
920042331,0.000000
920042418,0.000149
920042421,0.000000
920042425,0.000000
920042428,0.000000
920042430,0.000000
920042432,0.000249
920042433,0.000000
920042437,0.000000
920042459,0.000000
920042534,0.000000
920042641,0.000000
920042651,0.000000
920042686,0.000000
920042717,0.000000
920042718,0.000588
920042831,0.000000
920042843,0.000000
920042867,-0.000437
920042868,0.000000
920043019,0.002817
920043039,0.000000
920043046,0.000156
920043048,0.000000
920043087,-0.002219
920043114,0.000158
920043148,0.000000
920043243,0.000000
920043269,-0.000092
920043272,0.000000
920043285,0.000000
920043436,0.000000
920043534,0.000000
920043653,0.000000
920043654,-0.000113
920043699,0.000000
920043708,0.001080
920043709,0.000000
920043710,-0.013155
920043711,0.000000
920043811,0.000000
920043841,0.000000
920043846,0.000000
920043938,0.000000
920043998,0.000000
920043999,0.000000
920044003,0.001769
920044032,0.006500
920044045,0.000000
920044051,0.000000
920044076,-0.001283
920044085,0.000000
920044130,-0.037037
920044138,0.000000
920044162,0.000000
920044229,0.000000
920044232,0.004274
920044242,0.000000
920044243,0.000000
920044319,0.000000
920044422,0.000000
920044427,0.000000
920044428,0.000000
920044430,0.000000
920044431,0.000000
920044432,0.000000
920044433,0.000000
920044456,0.000000
920044461,0.000000
920044544,0.000000
920044547,0.000000
920044553,0.000000
920044587,0.000000
920044679,0.000000
920044707,0.000000
920044813,0.000000
920044818,0.000000
920044840,0.000000
920045209,0.000000
920045214,0.000000
920045439,0.000000
920045440,0.000000
920045677,0.000000
920045710,0.000000
920045805,0.000000
920046630,0.000000
920047238,0.000000
920047268,0.000000
920047419,0.000000
920047455,0.200000
920047461,0.046392
920047473,0.000000
920047524,0.045194
920047603,0.000000
920047648,0.000000
920047682,0.045061
920047769,0.000000
920047917,0.000000
920047969,0.000000
920048079,0.000000
920048179,0.059459
920048189,0.000000
920048819,0.000000
920049197,0.037481
920049218,0.000000
920049496,0.013749
920049579,0.000000
920049580,0.000000
920049583,0.000000
920049639,0.000000
920049644,0.002711
920049646,0.000000
920049707,0.000000
920049708,0.004905
920049765,-0.006610
920049848,0.000000
920049879,0.000000
920049880,0.000000
920049950,0.013357
920049952,-0.023746
920049984,-0.000917
920050067,0.000000
920050124,0.000000
920050311,0.000000
920051025,0.000000
920051038,0.000000
920051044,0.000000
928101070,0.000000
928101088,0.000000
928101128,0.000000
928101173,-0.000059
928101240,0.000000
928101325,0.000000
928101416,0.000000
