1,2,3,4,UPC
N/A,0.0012990937242683342,0.0013729573559648706,0.0029271621123752385,4171623221
N/A,-0.00031202349484271913,0.003178605214643538,-0.014594033326077878,5000035022
N/A,0.0032619872103023745,0.0027990523416416327,0.05067394726550216,23977300000
N/A,-0.004552757577376582,0.004356721911236218,0.011147563753184616,2467651987
N/A,0.0010473524549360369,-0.0025994247826316144,0.00467049967285472,60469500003
N/A,-0.0002309014506559098,-0.0002743478018445241,0.0030556908275472944,60458000122
N/A,-0.0003280269276559417,-0.00036422013193701964,0.001357058202559745,2210000171
N/A,0.006641213220370364,0.0018030606108406246,-0.0015125267998587983,7675018657
N/A,-0.0027256864555352573,0.002790041702363006,-0.0016663544306293732,7800008216
N/A,0.0004309154438460517,0.026339458094646048,0.010204129654685559,4400000293
N/A,-0.0002804634589193315,0.005192350558632953,-0.016776281407694747,4900001463
N/A,0.00045629104403326613,-0.009012412504806071,-0.04255690524570892,1200000017
N/A,0.0003469742135851636,-7.044416427721137e-05,0.001258513097971263,7199010033
N/A,-0.0043814973000682505,0.000385552368712707,0.000875137219400868,8066095615
N/A,0.0007633809287081429,-0.0009153021327152151,0.0004661528699095368,1820053030
N/A,0.03245288552187261,0.011307329907196342,-0.016697939061093712,2781500130
N/A,-0.00814705919280042,-0.006186369795434892,-0.031120276025661753,7007455958
N/A,0.0009921086055193382,-0.00263082002818335,0.0033548805943236946,2820000953
N/A,-0.020745203012613067,-0.0015300668543946135,-0.03765293205479183,23341000000
N/A,0.011920646789933372,-0.006245026489139432,N/A,3700074699
N/A,-0.0022805303729993057,-0.00319212056853733,0.004182251016486082,23220300000
N/A,-0.0009474067623549344,-0.0024084527814547964,-0.0005466714894326892,7199048019
N/A,-0.0027977886576456864,-0.0034764379507746606,-0.07688341687019624,7430500132
N/A,0.01422456028657532,-0.0007086836020031298,-0.2710119820058185,5100003885
N/A,-0.0041276146788448926,0.0006412310542131881,0.005738561774521502,23726900000
N/A,0.015081887024983733,-0.004541413877654844,0.018219043721106234,23989200000
N/A,0.0010211840269623554,0.0016908029585467668,0.004077897330830838,1820061030
N/A,9.119424474610496e-05,0.0008149176524174358,0.001110607700887714,2100002649
N/A,0.05478585351696844,0.06388922812884094,-0.04884819501953692,4583
N/A,-0.0003564405312885809,-0.00021785632194816533,-0.004228378372649354,23214300000
N/A,-0.0036556897901257905,-0.020514300163348157,-0.04274899982964586,7222000054
N/A,-0.03909346011218847,-0.04178560506786844,-0.02490481376249702,23213100000
N/A,-0.21071103341693212,-0.013367351116877285,0.010067674011922587,23224200000
N/A,-0.0035492876778242606,-0.010782981269431344,-0.0017107758223025365,7222000127
N/A,-0.009575489256103596,-0.02576274541301085,-0.3180052616804737,5100001251
N/A,0.006352181850308908,0.0016762149095049812,0.0023465359336042307,94094
N/A,-0.00019185480144360737,0.0015462438000184357,-0.003577519878612892,23988800000
N/A,-0.013089249210877844,-0.021569889215621335,-0.34555177442877977,5100000011
N/A,-0.00263135982232124,-0.014680946999778574,-0.002375164942009861,4550
N/A,0.0031734027545076995,-0.002239174558760302,-0.0062171997887218175,7527895005
N/A,-0.0022330089489746682,0.00272971264742012,-0.006118988020326842,1100000288
N/A,0.010263040216053286,-0.005998830474935814,-0.06625487007863431,7222000516
N/A,-0.029913827632952902,-0.08652789760329173,0.37672198024061265,4800000245
N/A,-0.010157012910197645,0.0039908819579533945,0.046933593007705915,4300004707
N/A,0.0017740654258053732,0.002019018768021912,-0.0022535175947774725,23741700000
N/A,0.010069632291429919,0.006174599282489441,0.01145565664282242,2640022760
N/A,-0.0022925213341591726,0.009500165094193672,0.0012453086879407594,1200080996
N/A,0.005270916798941857,0.0035755895711962527,-0.0030277983941704354,7961832407
N/A,-0.037936753737454115,-0.03317463887380098,0.005003393304801873,82540110159
N/A,0.0023474538086332647,-0.006246888801554049,-0.022001527883880823,7222010016
N/A,0.017615719049559428,0.036346962611603924,-0.03434338551752991,23223500000
N/A,0.0024024883522943646,0.005389959909527651,-0.00034769632791248486,2840007098
N/A,0.003979388254094564,0.002122982563582676,-0.018407893168724872,23220000000
N/A,0.00615459629471787,0.0056455194584416795,-0.006610226169190695,7675016058
N/A,-0.0005842878283793593,-0.0020427479443024628,0.008069691592794862,23213500000
N/A,7.764139007377434e-05,-0.0026463992468881703,0.007940071559383779,6206737451
N/A,0.00017759747998523137,0.0007487247529119233,0.000540219576068077,60458000350
N/A,0.005620960454637902,0.000768602023378418,-0.022580495594396333,7283090632
N/A,0.0001117197864457777,9.167311934846361e-05,0.00012064968791818332,672
N/A,-0.005263314336240317,0.0007777724556971685,0.0004978916866721073,1820053352
N/A,-0.006353955753758024,-0.002598831495216142,-0.007275364156654961,27283700000
N/A,-0.005645419450603979,0.00011847332763291654,0.00903696521815924,23724400000
N/A,0.001363995294448342,-0.0001068343196976827,-0.003479572578777961,60458000392
N/A,-0.014658496484715585,0.0006116312415527604,0.0331406188009021,23213300000
N/A,0.04761434825344318,0.013927300327391576,-0.0036181175697000173,81060602058
N/A,0.011787868683396518,0.003648693057052731,-0.12267111893544048,7010006009
N/A,0.0011904991254339324,0.002214748899752122,-0.000666581843237254,3022304074
N/A,0.015068301256927902,-0.0005507713003050184,-0.020292116915970496,2840064132
N/A,0.004247839427473026,0.01249743399784234,-0.00791429236739028,7794824660
N/A,0.06419444114972525,-0.03512648632528854,N/A,1140
N/A,-0.002269521216775462,0.004493513719660536,-0.0037723613852418156,3022304336
N/A,0.008477016585003976,-0.007251991577586245,0.07602839549397336,4900002890
N/A,-0.0005233631715138807,0.0023868320237452447,0.011030942219147131,23798600000
N/A,N/A,0.06864722738254521,0.003618306826862975,2410518000
N/A,-0.003249931661631571,-0.00027444302214752256,-0.01219275784916359,4799585508
N/A,-0.0037787262501427147,-0.0037174913573975767,-0.012984410956385816,7310000121
N/A,0.003403455926672022,0.0006775442885713747,0.0007881790058798719,23222700000
N/A,0.0004050839036208949,0.00027650232353614284,-2.2479477559315778e-05,23793600000
N/A,0.0004588616313768922,-0.0007951652966536189,-0.0006124168526350076,60458000175
N/A,-0.2543482699281528,0.09146254453647328,N/A,3680021016
N/A,-0.010889520189567509,-0.007174248762890366,0.014191060161946505,1138423201
N/A,-0.0003440985405619671,-0.0006979334270317019,-0.00011640204729303753,23403000000
N/A,-0.005013914010945175,-0.000869803138248986,-0.007739508943876237,2820000465
N/A,0.0023273658623382027,-0.00423391324733809,0.01669187728191315,2840064474
N/A,0.005604445846734337,-0.004617826931058318,-0.0031552183651560877,2840064306
N/A,-0.0016487832120463367,-0.011757639964200732,N/A,3680011287
N/A,-0.0003519879337934257,0.0003111640091947047,-0.0016512177682395403,23335500000
N/A,-0.004618058153392778,0.026697372502767908,-0.0006183618248373988,1200080994
N/A,0.016177578698990225,0.008558131435742494,-0.01419543023821099,2840058929
N/A,-0.02185192201290788,-0.001942372684938326,0.19917443164660714,23224300000
N/A,-0.01988239972391573,-0.0016321846865077999,0.004435842638931496,7199030017
N/A,-0.015725938534628343,0.011571450208515341,0.09283000495894024,1300000466
N/A,0.04504087404087337,0.009605601103935461,-0.008148333025685559,81060602060
N/A,-0.04759616940656129,0.00030639894290679815,-0.06679326485545112,4130
N/A,-0.009474816652601754,-0.0016946823773745904,N/A,3680042184
N/A,-0.006491966586094081,-0.0006385441661913346,0.022566157828465917,23796200000
N/A,0.004245074744468008,0.027794938713964722,0.0022013567447880847,4498
N/A,-0.0014377728118215292,0.000780109633607883,0.005665691004144189,23215400000
N/A,0.02066324345938493,0.03384455457528246,0.1310056253906521,23586900000
N/A,-0.0019181512177625878,-0.0007407555787794149,0.052166817140079175,23586000000
N/A,0.003650669126864115,0.0043231588843740025,-0.005920550038197095,2029
N/A,0.013355036106495091,0.029669204459955533,-0.05852312419252108,23573800000
N/A,-0.0013292973655136251,1.4977629412706671e-05,0.0013031645706139934,8858600448
N/A,0.007520838502326763,-0.00950728673693059,-0.011614848833902996,7222000097
N/A,-0.008150239476182774,0.0034663534758846357,0.008898420875576992,23215800000
N/A,0.0007648190543584523,-0.0034035414154702705,-0.023797341042588255,23339400000
N/A,0.005375402008049835,-0.011656824384984627,-0.024840942061526775,74183900588
N/A,-0.01411671327214524,0.003131598987711715,0.22776120681042977,23343200000
N/A,0.021426419937957693,0.004617120514733852,-0.03065541261982359,23729200000
N/A,-0.0038658196842741,0.0017519541909900595,0.008346779622885185,23212900000
N/A,-0.0022247878956281825,0.019182502828079716,0.0473461119900502,23666900000
N/A,0.001436179032143199,-0.003236963046007224,-0.009252680648026508,1200000088
N/A,0.006289636018085767,-0.0018869013173443906,-0.0042719367905142925,2370016220
N/A,0.005986014461690323,-0.009159047830478379,0.001280649536718956,4689
N/A,0.001314414543296448,0.014043210198528734,-0.049855967507275216,7321010013
N/A,-0.0002295364659105881,0.0004437535984837781,0.0027377095449746887,1820011030
N/A,0.008384722557150386,0.005267076203403664,-0.005065350976918342,2640040960
N/A,0.0050948609005914795,0.002216681897412843,-0.0023771135317538967,82486260001
N/A,-0.00032394786428689807,-0.0011353810036428525,N/A,9000
N/A,-0.009573890787001703,-0.009878428841057179,-0.009563164108618651,23583700000
N/A,0.018878616463194657,0.006253856864959173,-0.018403150454693956,2840015938
N/A,0.021655591886629195,-0.04604084794536345,-0.019951705402958052,75351947095
N/A,0.004210693844263338,0.0010241587498581197,-0.003010382354204461,23218100000
N/A,0.006693972025125602,0.002668854728734217,-0.010781998749913188,2640027561
N/A,-0.008848831042251865,-0.002023082388868417,-0.0014679148661917844,3022302118
N/A,-0.004718948274996818,-0.0007339916999339663,-0.010912537693097408,23217900000
N/A,-0.0034444557185068394,-0.002299509004221517,0.053676905975020145,26061500000
N/A,-0.01453524586485314,0.0013061701614814354,-0.013057302840595702,23337900000
N/A,0.011552946291211645,-0.003200507249586849,0.03142579345787903,2000
N/A,0.012032359836494547,0.006652149152426006,-0.01960924115561221,7342000024
N/A,0.004446863356286019,0.0015756340385920263,-0.01024497773616983,7199030030
N/A,0.009099295264265062,0.010307063847224693,0.015823424251632322,3338353310
N/A,-0.00927338947453228,-0.004000626098073761,0.01768764908607797,23632100000
N/A,0.009543761495523238,0.0010447238333766437,-0.0475866379609695,7110100183
N/A,0.007550199937159304,0.008501524940623393,-0.017200430877244696,23760800000
N/A,0.008713488605037296,0.009954590627523494,-0.0011100450111900708,2640023420
N/A,0.0016525413514869593,-0.0012205242273192812,0.0010526259825355882,23579900000
N/A,0.00030082441461443024,0.00035232168523174857,-0.00198134941365383,1820086031
N/A,0.00926750068868546,0.0027795043893909634,0.03976768021865392,3121
N/A,-7.955828742668728e-05,-0.0035163099687339993,-0.020339223118836063,94070
N/A,0.0037072426023891185,-0.003002792724345514,0.0007177786592005123,81060602065
N/A,-1.0198311904369407e-05,-0.00014966152252069516,-0.0008288437629506833,3410057341
N/A,0.002184323673589933,-0.0032773115775128828,-0.013789152024446135,5000032290
N/A,-0.08194021072788557,-0.001898030129381904,-0.060393911407878934,4088
N/A,0.016581952520914146,0.012448207582242592,0.046794705683018696,1570028804
N/A,-0.0005991881469830012,-0.0016669813105408984,-0.006809258988547767,4776
N/A,0.005173930821109763,-0.0031597989415263514,-0.0038623414266145176,2820000363
N/A,0.00836152911934651,-0.0005059542442923695,-0.032172373081464,23343600000
N/A,-0.001530703494412357,-0.008293250713731243,-0.010483020307375995,23564400000
N/A,0.0023492765393954124,-0.0007585551289024322,-0.003371761927911661,598
N/A,-0.032872116946432245,-0.004018883900244005,-0.16076260044175897,4593
N/A,-0.004985217085493933,0.003133756442718385,-0.02793669328318966,27284300000
N/A,-0.030163779351556477,-0.006936033921833074,0.12429335370511842,8380
N/A,0.005909540529816843,-0.0020040622249957274,0.04366497833377241,4900002891
N/A,-0.0021428662081403494,-0.006946832995449221,0.004675685581634264,60458000174
N/A,-0.008840115852826918,0.0016401161325093785,0.016540748433808455,23214100000
N/A,-0.00491636554278036,0.0007153850904287024,-0.015489314874333738,94060
N/A,-0.013224916635485345,0.005686911322449243,0.0015889988006621122,23573500000
N/A,-0.019528519337013613,0.0023346750823875035,0.04078755469129801,23725100000
N/A,-0.004160716809172458,-0.00636015039855292,0.0483714146815751,3022304032
N/A,-0.012641259793634287,-0.0032613776517577647,0.2145199728187181,4084
N/A,-0.004378005789999277,0.011669843958386017,0.048055420515313564,3022304020
N/A,0.00010677410514402043,-0.0010051583505640434,-0.00266098646339776,1820015030
N/A,-0.001078109657670258,-0.00252182977097306,0.000894958235946287,2640080204
N/A,0.03222585485712411,-0.010160703623388062,0.025455507350128338,23574000000
N/A,-0.03372957361954466,-0.03295023258367525,-0.01898742968261684,2001
N/A,-0.0032028457720830483,0.001413507312216543,-0.041986991018275084,8927
N/A,0.001986494366501279,0.005031328905854413,0.021605667060212518,23212800000
N/A,-0.0132283469884961,-0.012290976531887432,0.0038332498400783046,23805800000
N/A,-0.0001370580668168482,-0.0018880888368685374,-0.0006110543646975489,23215900000
N/A,-0.004171259821224777,-0.0027324492404599064,-0.029561080630599347,3022304202
N/A,-0.06902114803382614,-0.008862487315052785,0.048624904507257455,7121890605
N/A,-0.023105764305344372,-0.01150998313092657,0.020675046878255436,23583500000
N/A,-0.012077397084113178,-0.0014000849405851788,-0.008399888881172301,7222000225
N/A,0.004394439961655846,0.0005171333570924918,0.010153482880755606,639
N/A,0.012725567713017734,0.01947116583645485,-0.03364210353238675,23807700000
N/A,-0.0025272761805162276,0.0021108642221721323,0.0030581955733502445,82486200630
N/A,0.0034493012062010732,-0.0010267716247893879,0.007862373862678579,23214700000
N/A,0.00037408898854990677,-0.0006947509429320634,0.005932377471205656,23580300000
N/A,0.005711796573199033,-0.004728172500932354,-0.0011389679838877727,3338366001
N/A,-0.0031065220591692463,-0.005480624421792833,-0.021262019413346305,23650900000
N/A,0.007647254444163332,0.007777589245617908,-0.009066601847350508,71514150349
N/A,0.0018204937144730405,0.005112370372960474,-0.0017563308293376098,23587900000
N/A,-0.000888125342153809,0.0029338930776047142,0.015941181385245216,84363501230
N/A,0.0114999124904735,-0.006650215654657292,0.0022220262027680894,2840058986
N/A,0.0010506334856103543,0.0009535704134251359,-0.0063805187323729565,9396651500
N/A,0.0012692708437890808,-0.0003625423960761952,-0.0049072372678481005,3410057653
N/A,0.11114020555770748,0.06573181849569687,0.21590269256606123,4300000953
N/A,0.004649457279161022,0.0019885212339364996,0.7928767819137952,5380002821
N/A,0.04467981316741813,0.04617244530566882,0.0073252048903939765,2100061223
N/A,-0.00160049359789032,-0.005844522349708477,0.000158489355928859,23583600000
N/A,0.016467711941708173,0.0006615073955998308,0.017869296478922148,4091
N/A,0.003154894460545458,-0.0008459160786909117,0.03565525383707202,23590100000
N/A,-0.006304515564212998,-0.003120239735660482,0.025852489756233072,23579100000
N/A,-0.02546035710134025,-0.009810475603223082,0.044906381461390914,7222000197
N/A,0.0202108607424674,0.009005265184905915,-0.022796721994582953,8737
N/A,0.0016139216755448247,0.002697668386129155,-0.007629002014028757,2640028961
N/A,0.006551973633116875,0.020569186928407937,0.007128967289395097,4017
N/A,0.0011946540839452577,-0.00015549681231534742,0.0,23220100000
N/A,-0.0046600830837250475,0.0019219768173580937,0.03879783318285992,23210400000
N/A,0.020313436121916807,0.009253136388098979,-0.007122022362664074,23761100000
N/A,0.0207548303230672,-0.014755269707087394,-0.06711577192860617,23765300000
N/A,0.00694506233247013,-0.01638974357128799,-0.053335183436558915,7373100419
N/A,0.020500639448310067,-0.015674238959073692,-0.11562955760816723,3338353650
N/A,-0.025472704969618426,-0.01524388431168045,-0.011453053738260364,23573900000
N/A,-0.04908456507982308,-0.0011754443057370432,0.0365233696784499,7222010121
N/A,0.005433348181490901,0.0005607918706438329,-0.002364747551913326,23734800000
N/A,0.038904112744545166,0.004650621380470609,-0.005795541357038686,4079
N/A,-0.028836929419888732,-0.3142872360917352,-0.023258337793503038,3632
N/A,-0.0005247820276013622,-0.0025921002043847296,0.006385002604542274,3022300028
